"DNK,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2016"",66544.317598197,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1998"",61100,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1999"",62500,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2000"",63400,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2001"",64700,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2002"",66000,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2003"",67260,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2004"",68545,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2005"",69450,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2006"",69995,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2007"",71325,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2008"",70940,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2009"",71870,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2010"",72285,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2011"",73030,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2012"",72810,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2013"",72655,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2014"",73060,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2015"",73835,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2016"",65262,""B"""							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2017"",74800,""B"""							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2018"",74800,"							
"FIN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2019"",74700,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1998"",729859,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1999"",746485,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2000"",747054,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2001"",770918,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2002"",777226,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2003"",779163,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2004"",777323,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2005"",767290,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2006"",765879,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2007"",771178,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2008"",756610,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2009"",757177,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2010"",763941,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2011"",764529,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2012"",836286,""B"""							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2013"",832651,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2014"",838532,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2015"",845241,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2016"",855013,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2017"",861602,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2018"",861944,"							
"FRA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2019"",859367,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1998"",895600,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1999"",916400,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2000"",900300,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2001"",921300,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2002"",930500,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2003"",925200,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2004"",951493,""B"""							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2005"",939389,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2006"",945052,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2007"",947807,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2008"",950882,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2009"",959694,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2010"",962892,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2011"",972357,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2012"",972319,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2013"",980246,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2014"",995190,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2015"",1008771,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2016"",1027755,"							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2017"",1000630,""P"""							
"DEU,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2018"",1000302,""P"""							
"GRC,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1998"",37978,"							
"GRC,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1999"",39993,"							
"GRC,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2000"",40458,""E"""							
"GRC,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2001"",41083,""E"""							
"GRC,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2002"",41811,""E"""							
"GRC,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2003"",42029,""E"""							
"GRC,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2004"",42596,""E"""							
"GRC,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2005"",42484,""E"""							
"GRC,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2006"",42309,""E"""							
"GRC,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2007"",42577,""E"""							
"GRC,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2008"",42182,""E"""							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1998"",64419,"							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1999"",64294,"							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2000"",64622,"							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2001"",64506,"							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2002"",64702,"							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2003"",66122,"							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2004"",67529,"							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2005"",66638,"							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2006"",69630,"							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2007"",70447,"							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2008"",70984,"							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2009"",70477,"							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2010"",68845,"							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2011"",68510,"							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2012"",68661,"							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2013"",68788,"							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2014"",70162.677,""E"""							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2015"",72220.7766,""E"""							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2016"",74976.9021,""E"""							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2017"",78745.268,""E"""							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2018"",82606.9168,""E"""							
"HUN,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2019"",85756.2439,""E"""							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1998"",3854,"							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1999"",4115,"							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2000"",4250,"							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2001"",4458,""E"""							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2002"",4583,""E"""							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2003"",4711,""E"""							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2004"",4855,""E"""							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2005"",5145,""E"""							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2006"",5455,""E"""							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2007"",5730,""E"""							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2008"",5587,""E"""							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2009"",5647,""E"""							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2010"",5596,""E"""							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2011"",5392,""E"""							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2012"",5454,""E"""							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2013"",5611,""E"""							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2014"",5899,""E"""							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2015"",6296,""E"""							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2016"",7301,"							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2017"",7994,"							
"ISL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2018"",8293,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1998"",753054,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1999"",755274,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2000"",807481,""B"""							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2001"",813276,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2002"",808678,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2003"",809307,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2004"",815820,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2005"",777968,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2006"",779304,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2007"",779713,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2008"",778797,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2009"",821618,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2010"",800609,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2011"",767772,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2012"",680180,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2013"",722138,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2014"",745726,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2015"",778990,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2016"",807641,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2017"",848093,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2018"",826284,"							
"ITA,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2019"",849198,""P"""							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1998"",152100,"							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1999"",156400,""B"""							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2000"",156553,"							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2001"",157083,""E"""							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2002"",159627,""E"""							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2003"",161700,""E"""							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2004"",167449,""E"""							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2005"",164834,""E"""							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2006"",163630,""E"""							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2007"",166605,""E"""							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2008"",163236,""E"""							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2010"",144200,""B"""							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2011"",144400,"							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2012"",139600,"							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2013"",145400,"							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2014"",145000,"							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2015"",139500,"							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2016"",140800,"							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2017"",138700,"							
"NLD,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2018"",144700,""B"""							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1998"",53478,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1999"",54508,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2000"",55314,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2001"",56463,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2002"",57612,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2003"",58007,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2004"",58573,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2005"",58339,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2006"",59196,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2007"",60943,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2008"",62103,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2009"",62744,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2010"",62718,""B"""							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2011"",63701,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2012"",64492,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2013"",65251,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2014"",67254,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2015"",68742,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2016"",69323,"							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2017"",70362,""E"""							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2018"",70765,""E"""							
"NOR,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2019"",71342,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1998"",175135,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1999"",176250,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2000"",189373,""B"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2001"",187737,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2002"",187875,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2003"",192944,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2004"",197895,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2005"",201465,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2006"",205289,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2007"",209959,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2008"",220343,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2009"",226661,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2010"",230461,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2011"",229229,"							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2012"",228743,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2013"",231117,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2014"",236190,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2015"",238150,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2016"",250092,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2017"",257610,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2018"",268386,""E"""							
"POL,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2019"",280716,""E"""							
"PRT,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1998"",87150,"							
"PRT,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1999"",93080,"							
"PRT,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2000"",94204,""E"""							
"PRT,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2001"",95009,""E"""							
"PRT,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2002"",95580,""E"""							
"PRT,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2003"",96541,""E"""							
"PRT,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2004"",97809,""E"""							
"PRT,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2005"",97518,""E"""							
"PRT,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2006"",97202,""E"""							
"PRT,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2007"",97722,""E"""							
"PRT,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2008"",96756,""E"""							
"SVK,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1998"",28142,"							
"SVK,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""1999"",29374,"							
"SVK,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2000"",32364,"							
"SVK,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2001"",32309,"							
"SVK,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2002"",33214,"							
"SVK,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2003"",32981,"							
"SVK,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2004"",32214,"							
"SVK,""PASSTRANSP"",""ROAD"",""MLN_PKM"",""A"",""2005"",33564,"							
